iter	Logloss
227	0.3119688555
228	0.3115754752
229	0.3114166186
230	0.3112065503
231	0.3110032964
232	0.3109391048
233	0.3107038141
234	0.3105746048
235	0.310377369
236	0.3102146774
237	0.3099573503
238	0.3097548635
239	0.3095241748
240	0.3093763216
241	0.3092118895
242	0.3089883398
243	0.3088391886
244	0.3086381767
245	0.3084362504
246	0.3081939683
247	0.3080532835
248	0.3079107108
249	0.3076951851
250	0.3074657354
251	0.3072679685
252	0.3070867805
253	0.3069566567
254	0.3067985671
255	0.3066581479
256	0.30654596
257	0.3064383446
258	0.3062562717
259	0.3060750542
260	0.3059076131
261	0.305751382
262	0.3056074818
263	0.3054490087
264	0.305304312
265	0.3051646893
266	0.3049354756
267	0.3047465587
268	0.3046158744
269	0.3045204719
270	0.304429288
271	0.3042650034
272	0.3040799214
273	0.3039024209
274	0.3037408208
275	0.3035998116
276	0.3033808049
277	0.3032061363
278	0.3030022925
279	0.3028205735
280	0.3026497695
281	0.3024969013
282	0.3023256843
283	0.3021332569
284	0.3019510954
285	0.3018011773
286	0.3016088383
287	0.301315787
288	0.3011592904
289	0.300965329
290	0.3008179478
291	0.3006239569
292	0.300434391
293	0.3003095772
294	0.3001565615
295	0.3000017169
296	0.2998531852
297	0.2996336475
298	0.2994463825
299	0.2992562266
300	0.2990717346
301	0.2986763779
302	0.2984201128
303	0.2981652047
304	0.2980777672
305	0.2978964022
306	0.2977230612
307	0.2975927015
308	0.2974557927
309	0.2972433349
310	0.2969637945
311	0.2967883295
312	0.2966245169
313	0.2964992901
314	0.296334445
315	0.2961166773
316	0.2959676736
317	0.2958560757
318	0.2957336219
319	0.2955573899
320	0.2954289181
321	0.2953519826
322	0.2952132154
323	0.2950795221
324	0.2949126121
325	0.2946803599
326	0.2945439526
327	0.294389344
328	0.2942610197
329	0.2940833422
330	0.2938996468
331	0.2937142698
332	0.29358155
333	0.2934026926
334	0.2932805042
335	0.2931230931
336	0.2928193038
337	0.2926269649
338	0.2924496709
339	0.2923356541
340	0.2921817534
341	0.2920320123
342	0.2918650137
343	0.2916945047
344	0.2914795394
345	0.2912334518
346	0.2910346524
347	0.2908419005
348	0.2907622509
349	0.2905132428
350	0.2903921165
351	0.2902353544
352	0.2900046067
353	0.2898401156
354	0.2896493107
355	0.289512225
356	0.2893959661
357	0.2891456895
358	0.2889995769
359	0.2888267373
360	0.2887179714
361	0.2886051936
362	0.2884475465
363	0.2883247682
364	0.2880747276
365	0.2878392304
366	0.2877272195
367	0.2875799268
368	0.2873589731
369	0.2872209729
370	0.2870841821
371	0.286929072
372	0.2868152322
373	0.2866684115
374	0.2865451612
375	0.2864068955
376	0.2862505168
377	0.2860634584
378	0.2859466685
379	0.2858468411
380	0.2857047699
381	0.285598128
382	0.2854176775
383	0.2852459295
384	0.2850717625
385	0.2849582471
386	0.2848082995
387	0.2846974391
388	0.2845716813
389	0.2844154502
390	0.2842934979
391	0.2841489487
392	0.2840251674
393	0.2838779042
394	0.2837953637
395	0.2835814309
396	0.2834128393
397	0.2832461063
398	0.2831304374
399	0.2829284225
400	0.2828271201
401	0.2826488821
402	0.2824927985
403	0.2822964771
404	0.2820915713
405	0.2819451931
406	0.2817578691
407	0.2816834116
408	0.2814843762
409	0.2813393845
410	0.2811977263
411	0.2810085734
412	0.2808597467
413	0.280724372
414	0.2806024786
415	0.2804509675
416	0.2803452696
417	0.2802165323
418	0.2800471443
419	0.27992295
420	0.2798023842
421	0.2797069227
422	0.2795649105
423	0.279380153
424	0.2792123875
425	0.2790425864
426	0.278861074
427	0.2787234277
428	0.2785740406
429	0.2784425303
430	0.278320578
431	0.2782013692
432	0.2780606255
433	0.2779512401
434	0.2778363382
435	0.2776972465
436	0.2775016331
437	0.2772968158
438	0.277170114
439	0.2769599572
440	0.2767990061
441	0.2766972611
442	0.2765831263
443	0.2764016433
444	0.2762308983
445	0.2760899481
446	0.2759329499
447	0.2757553019
448	0.2756485125
449	0.27548411
450	0.2753686771
451	0.2751685208
452	0.2749909613
453	0.2748388601
454	0.274677791
455	0.274497783
456	0.274332525
457	0.2741861468
458	0.2739994128
459	0.273792973
460	0.2736782776
461	0.2735694233
462	0.2734346975
463	0.273258613
464	0.2731261883
465	0.2729475668
466	0.2728172955
467	0.2726846937
468	0.2725641869
469	0.2723811699
470	0.2722246733
471	0.2720690617
472	0.2719061636
473	0.2717144737
474	0.271566768
475	0.2714197409
476	0.271306963
477	0.2711438289
478	0.2709657679
479	0.2707742255
480	0.2706157524
481	0.2704503468
482	0.2703206951
483	0.2701689184
484	0.2700059613
485	0.2698581082
486	0.2697297249
487	0.2695973296
488	0.2694177936
489	0.2692839234
490	0.2690898735
491	0.2689546462
492	0.2688338149
493	0.2687296805
494	0.2685692899
495	0.2684384877
496	0.2682717251
497	0.268115022
498	0.2679796767
499	0.2678326496
500	0.2676889264
501	0.2675285063
502	0.2673754021
503	0.267224481
504	0.2671101986
505	0.2670108137
506	0.2668575031
507	0.2667135439
508	0.2666180234
509	0.266509051
510	0.2664099611
511	0.2662811943
512	0.2661273232
513	0.2659972584
514	0.2659124759
515	0.2657646817
516	0.265625354
517	0.2654939617
518	0.2653680269
519	0.2651872815
520	0.2650504317
521	0.2648824892
522	0.2647066997
523	0.2645888773
524	0.2644038839
525	0.2642820496
526	0.2641460553
527	0.2640239555
528	0.2639007937
529	0.2637741214
530	0.2636808429
531	0.2635478577
532	0.2634315694
533	0.26331652
534	0.2631910277
535	0.2630838548
536	0.2628970029
537	0.2628148753
538	0.2627133664
539	0.2625945706
540	0.2625351874
541	0.2623790448
542	0.262247033
543	0.2621034868
544	0.2620152823
545	0.2618473103
546	0.2617815256
547	0.2617042361
548	0.2615817233
549	0.2614257577
550	0.2613097643
551	0.261183387
552	0.2611059205
553	0.2609699852
554	0.2608526349
555	0.2606750754
556	0.2605405856
557	0.2604021724
558	0.260290014
559	0.2601754367
560	0.2600557559
561	0.259939792
562	0.2598211732
563	0.2597152098
564	0.2595757051
565	0.2594220109
566	0.2593233635
567	0.2592220021
568	0.2591255671
569	0.2590057093
570	0.2589119883
571	0.2587708316
572	0.2586426253
573	0.2585463969
574	0.258425772
575	0.2582893648
576	0.258159949
577	0.2580694141
578	0.2579321218
579	0.2578762196
580	0.2577310215
581	0.2575908972
582	0.2574718654
583	0.2573515946
584	0.2572314418
585	0.2571128229
586	0.2570289844
587	0.2568927542
588	0.25674201
589	0.2566103228
590	0.2565056869
591	0.2564032044
592	0.2562804261
593	0.2561548158
594	0.2560143376
595	0.2559129467
596	0.2557390157
597	0.2556087444
598	0.2554715112
599	0.2553955196
600	0.2552542744
601	0.25514306
602	0.2550375686
603	0.2549365612
604	0.2547364933
605	0.2545520014
606	0.2544596669
607	0.2543902243
608	0.2542609855
609	0.2541483551
610	0.2540294118
611	0.2538889041
612	0.2537899617
613	0.2536951492
614	0.2535785658
615	0.2534631035
616	0.2533466972
617	0.2532159539
618	0.2531350063
619	0.253020075
620	0.2528717498
621	0.2527682054
622	0.2526566075
623	0.2525398472
624	0.2524171869
625	0.2522728442
626	0.2521489744
627	0.2520094107
628	0.2518721775
629	0.2517656241
630	0.2516726406
631	0.2515096245
632	0.2513931002
633	0.2512872253
634	0.2511866308
635	0.2511049458
636	0.2509635826
637	0.2508663806
638	0.2507698867
639	0.2506307654
640	0.250535009
641	0.2504646224
642	0.2503562105
643	0.2502122808
644	0.250092069
645	0.2500030975
646	0.249909229
647	0.2497904922
648	0.2496820508
649	0.2495744944
650	0.2493920084
651	0.249296901
652	0.2492118234
653	0.249106686
654	0.2489720783
655	0.2487909198
656	0.2486908859
657	0.2485821495
658	0.2484745341
659	0.2483782466
660	0.2482726077
661	0.2481190316
662	0.2480189092
663	0.2479207927
664	0.2478191363
665	0.2476340248
666	0.2475421328
667	0.2473966102
668	0.2473113851
669	0.2471751254
670	0.247078425
671	0.2469427552
672	0.2468687549
673	0.2467866716
674	0.2466903546
675	0.246545717
676	0.2464012268
677	0.2463317547
678	0.2462280037
679	0.2461124529
680	0.2459851611
681	0.2458822067
682	0.2456905758
683	0.2455297722
684	0.2453848247
685	0.2452630347
686	0.2451724407
687	0.2450707105
688	0.2449696588
689	0.2448504353
690	0.2447084231
691	0.2445900845
692	0.244504004
693	0.2444189559
694	0.244316975
695	0.2442081501
696	0.2441163909
697	0.2439810014
698	0.2438691675
699	0.2437166386
700	0.2435530178
701	0.2434543999
702	0.2433732753
703	0.2432758079
704	0.243171703
705	0.2430843687
706	0.2429796885
707	0.2428570872
708	0.2427532183
709	0.2426574324
710	0.242536601
711	0.2423555901
712	0.2422709698
713	0.2421226004
714	0.2419783019
715	0.2418890502
716	0.2418110231
717	0.2417424065
718	0.2415939633
719	0.2415021304
720	0.2413628174
721	0.2412742441
722	0.2411676317
723	0.2410361805
724	0.2409439198
725	0.2408591225
726	0.240722317
727	0.2406325785
728	0.2405231784
729	0.2403644988
730	0.2402844657
731	0.2401935472
732	0.2401102397
733	0.2399996743
734	0.2399125908
735	0.2398356552
736	0.2396575795
737	0.2396049665
738	0.2394400035
739	0.2393101452
740	0.2391889009
741	0.2390925839
742	0.2389876235
743	0.238906263
744	0.2388022171
745	0.238688333
746	0.238590659
747	0.2384408441
748	0.2383614305
749	0.2382243743
750	0.2381265529
751	0.2380245424
752	0.2379140361
753	0.2378222326
754	0.2377252961
755	0.237658007
756	0.2375752157
757	0.2374805065
758	0.2373440993
759	0.2372069103
760	0.237132792
761	0.2370296163
762	0.2368733704
763	0.2367866114
764	0.2366625646
765	0.2365596397
766	0.2364696062
767	0.2363415917
768	0.2362058629
769	0.2361345176
770	0.2360450151
771	0.2359434324
772	0.2358292238
773	0.2357201629
774	0.2355834902
775	0.2354997697
776	0.2354172586
777	0.2353125932
778	0.2352536231
779	0.2351914669
780	0.2351165226
781	0.2350249993
782	0.2349688759
783	0.2349129147
784	0.234819828
785	0.2346750723
786	0.2345590347
787	0.2344398554
788	0.2343516804
789	0.2342548177
790	0.2341399453
791	0.2340806654
792	0.2339489044
793	0.2338809368
794	0.2338096062
795	0.2337343521
796	0.2336581245
797	0.2335495504
798	0.2334451505
799	0.2333138615
800	0.2331851832
801	0.2330976572
802	0.232952164
803	0.2328491506
804	0.2327948266
805	0.2327033477
806	0.2326020305
807	0.2324815237
808	0.2323714893
809	0.2322878573
810	0.2322201256
811	0.2321173187
812	0.2320459144
813	0.2319574001
814	0.2318259194
815	0.2317437328
816	0.2316565903
817	0.2315562024
818	0.2314662721
819	0.2313483908
820	0.2312684462
821	0.2312128833
822	0.2311187936
823	0.2310044375
824	0.2309321629
825	0.2308209338
826	0.2307488214
827	0.2306779038
828	0.2306069272
829	0.2305018636
830	0.230421506
831	0.2303193923
832	0.2302363503
833	0.2301594442
834	0.2300879661
835	0.2299708813
836	0.2298722781
837	0.2297893098
838	0.2297118138
839	0.2296023546
840	0.2295277053
841	0.2293895576
842	0.2292700538
843	0.229134502
844	0.2290552655
845	0.2289511015
846	0.2288360964
847	0.2287245428
848	0.2286400553
849	0.2285591668
850	0.2284466544
851	0.2283267081
852	0.2282563657
853	0.2281847254
854	0.2281082028
855	0.2280145703
856	0.2279261888
857	0.2278745346
858	0.2277851649
859	0.2276740832
860	0.2275626181
861	0.2274956092
862	0.2273762824
863	0.2273318852
864	0.2272201693
865	0.227096919
866	0.2270210159
867	0.2269299204
868	0.2268340165
869	0.2267196456
870	0.2266146557
871	0.2265373071
872	0.226473971
873	0.2263641431
874	0.226295202
875	0.2262173224
876	0.2260962994
877	0.2259478267
878	0.2258178062
879	0.2256781835
880	0.2255926045
881	0.2254850481
882	0.2254048233
883	0.2253174448
884	0.2252348305
885	0.2251316991
886	0.2250125935
887	0.2249099341
888	0.2248082924
889	0.2247312831
890	0.2246456745
891	0.2245490036
892	0.2244405475
893	0.2243121642
894	0.2242280896
895	0.2241223032
896	0.2240548814
897	0.2239216749
898	0.2238147232
899	0.223727684
900	0.2236034897
901	0.2234854018
902	0.2233798809
903	0.2232718968
904	0.2231775711
905	0.2230974495
906	0.2230326089
907	0.2229200523
908	0.2228227176
909	0.2227501332
910	0.2226733304
911	0.2225923829
912	0.222487039
913	0.2223985395
914	0.2223340823
915	0.222257014
916	0.2221906836
917	0.2220781123
918	0.2220031089
919	0.2219304951
920	0.2218192807
921	0.2217076828
922	0.2216264993
923	0.2215187954
924	0.2214372726
925	0.2213460149
926	0.2213030779
927	0.2212203751
928	0.2211497377
929	0.2210642325
930	0.2210027253
931	0.2209314242
932	0.2208301218
933	0.220750782
934	0.2206475178
935	0.2205731192
936	0.2205064939
937	0.2204438657
938	0.2203669154
939	0.2203021928
940	0.2201919371
941	0.2201215653
942	0.2200510017
943	0.2199698476
944	0.2198272749
945	0.2197505459
946	0.2196147286
947	0.219552071
948	0.2194488068
949	0.2193636555
950	0.2192648311
951	0.2191351498
952	0.2190672265
953	0.2189802757
954	0.2189054346
955	0.2188350333
956	0.2187266361
957	0.2186491401
958	0.2186030908
959	0.2185039124
960	0.2184234368
961	0.2182957173
962	0.2181962144
963	0.2180809438
964	0.2179682249
965	0.2178644297
966	0.2177605756
967	0.2176982867
968	0.2175857301
969	0.2174747959
970	0.217381842
971	0.2172669991
972	0.2171900783
973	0.2171281434
974	0.2170096426
975	0.2168896815
976	0.2168137489
977	0.2167437015
978	0.2166414994
979	0.2164687631
980	0.2164044092
981	0.2163436691
982	0.2162294309
983	0.2161699445
984	0.2161053399
985	0.2160083002
986	0.2159196089
987	0.2158534851
988	0.2157651921
989	0.2156770318
990	0.2155912463
991	0.215508042
992	0.2154179348
993	0.2153217653
994	0.2152169819
995	0.2151104432
996	0.2149990371
997	0.2149036642
998	0.2148158874
999	0.214747905
